Scale,county,species,mean_birds,Rank,%,check
County,Northamptonshire,Jackdaw,0.873,13,22.33,0
County,Northamptonshire,Long tailed tit,0.797,14,23.62,0
County,Northamptonshire,Magpie,0.712,15,37.8,0
County,Northamptonshire,Carrion crow,0.636,16,24.16,0
County,Northamptonshire,Feral pigeon,0.589,17,18.55,0
County,Northamptonshire,Coal Tit,0.533,18,29.83,0
County,Northamptonshire,Wren,0.313,19,26.77,0
County,Northamptonshire,Common gull,0.19,20,3.41,0
County,Northamptonshire,Fieldfare,0.188,21,3.34,0
County,Northamptonshire,Pheasant,0.171,22,8.71,0
County,Northamptonshire,Song Thrush,0.14,23,11.32,0
County,Northamptonshire,Great spotted woodpecker,0.134,24,11.29,0
County,Northamptonshire,Tree sparrow,0.133,25,3.2,0
County,Northamptonshire,Rook,0.13,26,2.86,0
County,Northamptonshire,Bullfinch,0.125,27,6.3,0
County,Northamptonshire,Pied wagtail,0.102,28,7.23,0
County,Northamptonshire,Redwing,0.094,29,2.51,0
County,Northamptonshire,Black headed gull,0.071,30,1.69,0
County,Northamptonshire,Mallard,0.062,31,1.27,0
County,Northamptonshire,Sparrowhawk,0.056,32,5.3,0
County,Northamptonshire,Reed bunting,0.055,33,3.2,0
County,Northamptonshire,Green woodpecker,0.041,34,3.68,0
County,Northamptonshire,Yellowhammer,0.03,35,1.48,0
County,Northamptonshire,Blackcap,0.029,36,2.37,0
County,Northamptonshire,Nuthatch,0.028,37,1.93,0
County,Northamptonshire,Red Kite,0.026,38,1.1,0
County,Northamptonshire,Moorhen,0.026,39,1.17,0
County,Northamptonshire,Redpoll,0.025,40,0.93,0
County,Northamptonshire,Buzzard,0.024,41,1.79,0
County,Northamptonshire,Stock dove,0.021,42,1.17,0
County,Northamptonshire,Marsh tit,0.018,43,1.41,0
County,Northamptonshire,Jay,0.018,44,1.45,0
County,Northamptonshire,Grey wagtail,0.017,45,1.45,0
County,Northamptonshire,Siskin,0.017,46,0.72,0
County,Northamptonshire,Grey heron,0.015,47,1.41,0
County,Northamptonshire,Treecreeper,0.014,48,1.31,0
County,Northamptonshire,Herring gull,0.013,49,0.55,0
County,Northamptonshire,Goldcrest,0.013,50,1.07,0
County,Northamptonshire,Willow tit,0.012,51,0.96,0
County,Northamptonshire,Kestrel,0.011,52,1.2,1
County,Northamptonshire,Mistle thrush,0.011,53,0.93,0
County,Northamptonshire,Lesser spotted woodpecker,0.011,54,1.03,0
County,Northamptonshire,Red legged partridge,0.004,55,0.31,0
County,Northamptonshire,Brambling,0.003,56,0.24,0
County,Northamptonshire,Linnet,0.003,57,0.14,0
County,Northamptonshire,Raven,0.002,58,0.14,0
County,Northamptonshire,Ring necked parakeet,0.002,59,0.03,0
County,Northamptonshire,Corn bunting,0.001,60,0.21,1
County,Northamptonshire,Little owl,0.001,60,0.21,1
County,Northamptonshire,Chiffchaff,0.001,62,0.14,0
County,Northamptonshire,Barn owl,0.001,63,0.14,0
County,Northamptonshire,Tawny owl,0.001,64,0.1,0
County,Northamptonshire,Grey partridge,0.001,65,0.14,1
County,Northamptonshire,Black redstart,0,66,0.03,0
County,Northamptonshire,Great black backed gull,0,67,0.03,
County,Northamptonshire,Hooded crow,0,67,0,
County,Northamptonshire,Lapwing,0,67,0.03,
County,Northamptonshire,Lesser black backed gull,0,67,0,
County,Northamptonshire,Meadow pipit,0,67,0.03,
County,Northamptonshire,Skylark,0,67,0.03,
County,Northamptonshire,Waxwing,0,67,0,
County,Northumberland,House Sparrow,5.32,1,70.62,0
County,Northumberland,Chaffinch,3.924,2,68.89,0
County,Northumberland,Starling,3.662,3,44.26,0
County,Northumberland,Blackbird,3.374,4,94.53,0
County,Northumberland,Blue Tit,3.293,5,85.65,0
County,Northumberland,Great Tit,1.614,6,62.51,0
County,Northumberland,Goldfinch,1.61,7,34.33,0
County,Northumberland,Woodpigeon,1.471,8,58.95,0
County,Northumberland,Coal Tit,1.394,9,60.54,0
County,Northumberland,Robin,1.378,10,88.62,0
County,Northumberland,Jackdaw,1.372,11,35.96,0
County,Northumberland,Dunnock,1.354,12,60.59,0
County,Northumberland,Collared Dove,1.221,13,50.31,0
County,Northumberland,Greenfinch,1.006,14,36.05,0
County,Northumberland,Long tailed tit,0.942,15,21.08,0
County,Northumberland,Carrion crow,0.659,16,25.92,0
County,Northumberland,Tree sparrow,0.564,17,12.21,0
County,Northumberland,Magpie,0.545,18,31.2,0
County,Northumberland,Feral pigeon,0.474,19,13.5,0
County,Northumberland,Pheasant,0.395,20,19.81,0
County,Northumberland,Bullfinch,0.323,21,15.06,0
County,Northumberland,Wren,0.313,22,27.07,0
County,Northumberland,Siskin,0.311,23,11.74,0
County,Northumberland,Great spotted woodpecker,0.298,24,23.07,0
County,Northumberland,Nuthatch,0.247,25,17.16,0
County,Northumberland,Rook,0.219,26,6.38,0
County,Northumberland,Common gull,0.212,27,5.5,0
County,Northumberland,Black headed gull,0.181,28,3.19,0
County,Northumberland,Song Thrush,0.121,29,9.02,0
County,Northumberland,Yellowhammer,0.11,30,4.68,0
County,Northumberland,Sparrowhawk,0.08,31,7.8,0
County,Northumberland,Brambling,0.071,32,5.29,0
County,Northumberland,Fieldfare,0.052,33,0.68,0
County,Northumberland,Redwing,0.05,34,0.61,0
County,Northumberland,Treecreeper,0.048,35,4.55,0
County,Northumberland,Jay,0.047,36,3.46,0
County,Northumberland,Reed bunting,0.045,37,1.83,0
County,Northumberland,Redpoll,0.045,38,1.63,0
County,Northumberland,Herring gull,0.039,39,1.49,0
County,Northumberland,Pied wagtail,0.028,40,1.97,0
County,Northumberland,Marsh tit,0.026,41,1.76,0
County,Northumberland,Blackcap,0.023,42,2.17,0
County,Northumberland,Mallard,0.022,43,0.54,0
County,Northumberland,Kestrel,0.021,44,2.17,1
County,Northumberland,Buzzard,0.021,45,1.49,0
County,Northumberland,Goldcrest,0.021,45,1.9,0
County,Northumberland,Stock dove,0.02,47,0.95,0
County,Northumberland,Moorhen,0.016,48,0.95,0
County,Northumberland,Mistle thrush,0.016,49,1.22,0
County,Northumberland,Grey heron,0.015,50,1.29,0
County,Northumberland,Red Kite,0.015,50,0.88,0
County,Northumberland,Willow tit,0.014,52,1.22,0
County,Northumberland,Lesser spotted woodpecker,0.014,53,1.15,0
County,Northumberland,Red legged partridge,0.012,54,0.81,0
County,Northumberland,Grey wagtail,0.007,55,0.61,0
County,Northumberland,Linnet,0.007,55,0.54,0
County,Northumberland,Chiffchaff,0.005,57,0.61,1
County,Northumberland,Barn owl,0.004,58,0.54,1
County,Northumberland,Green woodpecker,0.003,59,0.34,1
County,Northumberland,Little owl,0.001,60,0.2,1
County,Northumberland,Raven,0.001,60,0.2,1
County,Northumberland,Tawny owl,0.001,60,0.2,1
County,Northumberland,Lapwing,0.001,63,0.41,1
County,Northumberland,Corn bunting,0.001,64,0.14,1
County,Northumberland,Black redstart,0,65,0,
County,Northumberland,Great black backed gull,0,65,0,
County,Northumberland,Grey partridge,0,65,0.41,
County,Northumberland,Hooded crow,0,65,0,
County,Northumberland,Lesser black backed gull,0,65,0,
County,Northumberland,Meadow pipit,0,65,0,
County,Northumberland,Ring necked parakeet,0,65,0,
County,Northumberland,Skylark,0,65,0.2,
County,Northumberland,Waxwing,0,65,0,
County,Nottinghamshire,House Sparrow,4.52,1,63.23,0
County,Nottinghamshire,Blackbird,3.029,2,94.28,0
County,Nottinghamshire,Starling,2.643,3,38.5,0
County,Nottinghamshire,Blue Tit,2.37,4,79.88,0
County,Nottinghamshire,Woodpigeon,2.249,5,75.56,0
County,Nottinghamshire,Goldfinch,1.747,6,37.4,0
County,Nottinghamshire,Chaffinch,1.503,7,47.26,0
County,Nottinghamshire,Great Tit,1.367,8,56.54,0
County,Nottinghamshire,Collared Dove,1.323,9,52.58,0
County,Nottinghamshire,Robin,1.318,10,82.54,0
County,Nottinghamshire,Dunnock,1.192,11,56.18,0
County,Nottinghamshire,Magpie,0.903,12,45.91,0
County,Nottinghamshire,Long tailed tit,0.899,13,26.24,0
County,Nottinghamshire,Greenfinch,0.848,14,28.66,0
County,Nottinghamshire,Feral pigeon,0.754,15,19.71,0
County,Nottinghamshire,Carrion crow,0.562,16,22.16,0
County,Nottinghamshire,Coal Tit,0.536,17,28.97,0
County,Nottinghamshire,Wren,0.322,18,27.56,0
County,Nottinghamshire,Jackdaw,0.279,19,8.66,0
County,Nottinghamshire,Fieldfare,0.214,20,2.82,0
County,Nottinghamshire,Redwing,0.194,21,4.6,0
County,Nottinghamshire,Pheasant,0.168,22,7.73,0
County,Nottinghamshire,Bullfinch,0.166,23,8.04,0
County,Nottinghamshire,Song Thrush,0.162,24,12.71,0
County,Nottinghamshire,Rook,0.155,25,2.67,0
County,Nottinghamshire,Common gull,0.146,26,2.92,0
County,Nottinghamshire,Tree sparrow,0.137,27,3.56,0
County,Nottinghamshire,Great spotted woodpecker,0.091,28,7.7,0
County,Nottinghamshire,Redpoll,0.077,29,2.33,0
County,Nottinghamshire,Black headed gull,0.074,30,1.69,0
County,Nottinghamshire,Sparrowhawk,0.071,31,6.94,0
County,Nottinghamshire,Blackcap,0.057,32,4.7,0
County,Nottinghamshire,Reed bunting,0.056,33,2.67,0
County,Nottinghamshire,Yellowhammer,0.041,34,1.84,0
County,Nottinghamshire,Siskin,0.041,35,1.75,0
County,Nottinghamshire,Pied wagtail,0.039,36,2.73,0
County,Nottinghamshire,Nuthatch,0.038,37,2.76,0
County,Nottinghamshire,Stock dove,0.037,38,1.87,0
County,Nottinghamshire,Mallard,0.029,39,0.61,0
County,Nottinghamshire,Goldcrest,0.024,40,2.03,0
County,Nottinghamshire,Mistle thrush,0.024,41,1.96,0
County,Nottinghamshire,Moorhen,0.021,42,1.17,0
County,Nottinghamshire,Jay,0.02,43,1.57,0
County,Nottinghamshire,Red Kite,0.017,44,0.98,0
County,Nottinghamshire,Buzzard,0.014,45,1.01,0
County,Nottinghamshire,Green woodpecker,0.014,45,1.32,0
County,Nottinghamshire,Kestrel,0.013,47,1.44,1
County,Nottinghamshire,Grey wagtail,0.01,48,0.86,0
County,Nottinghamshire,Grey heron,0.01,49,0.95,0
County,Nottinghamshire,Red legged partridge,0.009,50,0.43,0
County,Nottinghamshire,Linnet,0.008,51,0.74,0
County,Nottinghamshire,Treecreeper,0.008,52,0.77,0
County,Nottinghamshire,Marsh tit,0.008,53,0.58,0
County,Nottinghamshire,Lesser spotted woodpecker,0.007,54,0.71,0
County,Nottinghamshire,Willow tit,0.007,55,0.71,0
County,Nottinghamshire,Chiffchaff,0.006,56,0.58,0
County,Nottinghamshire,Herring gull,0.006,57,0.25,0
County,Nottinghamshire,Brambling,0.005,58,0.43,0
County,Nottinghamshire,Raven,0.003,59,0.25,0
County,Nottinghamshire,Barn owl,0.002,60,0.18,0
County,Nottinghamshire,Ring necked parakeet,0.002,60,0.15,0
County,Nottinghamshire,Corn bunting,0.001,62,0.12,1
County,Nottinghamshire,Grey partridge,0,63,0.12,1
County,Nottinghamshire,Tawny owl,0,63,0.12,1
County,Nottinghamshire,Skylark,0,65,0.09,1
County,Nottinghamshire,Waxwing,0,65,0.09,1
County,Nottinghamshire,Little owl,0,67,0.03,0
County,Nottinghamshire,Black redstart,0,68,0.03,
County,Nottinghamshire,Great black backed gull,0,68,0.03,
County,Nottinghamshire,Hooded crow,0,68,0,
County,Nottinghamshire,Lapwing,0,68,0,
County,Nottinghamshire,Lesser black backed gull,0,68,0,
County,Nottinghamshire,Meadow pipit,0,68,0,
County,Orkney Islands,Starling,15.723,1,90.73,0
County,Orkney Islands,House Sparrow,14.74,2,92.72,0
County,Orkney Islands,Blackbird,3.609,3,94.7,0
County,Orkney Islands,Greenfinch,2.819,4,51.66,0
County,Orkney Islands,Collared Dove,2.06,5,54.97,0
County,Orkney Islands,Common gull,0.931,6,17.82,0
County,Orkney Islands,Rook,0.9,7,18.81,0
County,Orkney Islands,Robin,0.735,8,63.58,0
County,Orkney Islands,Chaffinch,0.609,9,19.21,0
County,Orkney Islands,Dunnock,0.607,10,27.81,0
County,Orkney Islands,Woodpigeon,0.603,11,23.18,0
County,Orkney Islands,Feral pigeon,0.545,12,18.81,0
County,Orkney Islands,Carrion crow,0.515,13,12.87,0
County,Orkney Islands,Pheasant,0.426,14,20.79,0
County,Orkney Islands,Wren,0.426,14,30.69,0
County,Orkney Islands,Herring gull,0.327,16,11.88,0
County,Orkney Islands,Hooded crow,0.26,17,15.84,0
County,Orkney Islands,Jackdaw,0.257,18,8.91,0
County,Orkney Islands,Goldfinch,0.245,19,3.31,0
County,Orkney Islands,Redwing,0.22,20,6.93,0
County,Orkney Islands,Song Thrush,0.168,21,10.89,0
County,Orkney Islands,Black headed gull,0.119,22,3.96,0
County,Orkney Islands,Siskin,0.109,23,0.99,0
County,Orkney Islands,Fieldfare,0.069,24,3.96,0
County,Orkney Islands,Reed bunting,0.06,25,2.97,0
County,Orkney Islands,Sparrowhawk,0.05,26,4.95,0
County,Orkney Islands,Kestrel,0.04,27,3.96,0
County,Orkney Islands,Pied wagtail,0.04,27,2.97,0
County,Orkney Islands,Red Kite,0.04,27,1.98,0
County,Orkney Islands,Tree sparrow,0.04,27,1.98,0
County,Orkney Islands,Brambling,0.03,31,0.99,0
County,Orkney Islands,Goldcrest,0.03,31,1.98,0
County,Orkney Islands,Raven,0.03,31,1.98,0
County,Orkney Islands,Great black backed gull,0.02,34,4.95,1
County,Orkney Islands,Mallard,0.02,35,1.98,0
County,Orkney Islands,Blackcap,0.02,36,0.99,0
County,Orkney Islands,Grey wagtail,0.02,36,0.99,0
County,Orkney Islands,Linnet,0.02,36,0.99,0
County,Orkney Islands,Redpoll,0.02,36,0.99,0
County,Orkney Islands,Blue Tit,0.013,40,0.66,0
County,Orkney Islands,Lapwing,0.01,41,3.96,1
County,Orkney Islands,Lesser black backed gull,0.01,42,2.97,1
County,Orkney Islands,Meadow pipit,0.01,43,1.98,1
County,Orkney Islands,Barn owl,0.01,44,0.99,0
County,Orkney Islands,Grey heron,0.01,44,0.99,0
County,Orkney Islands,Skylark,0.01,44,0.99,0
County,Orkney Islands,Coal Tit,0.007,47,0.66,0
County,Orkney Islands,Black redstart,0,48,0,
County,Orkney Islands,Bullfinch,0,48,0,
County,Orkney Islands,Buzzard,0,48,0,
County,Orkney Islands,Chiffchaff,0,48,0,
County,Orkney Islands,Corn bunting,0,48,0,
County,Orkney Islands,Great spotted woodpecker,0,48,0,
County,Orkney Islands,Great Tit,0,48,0,
County,Orkney Islands,Green woodpecker,0,48,0,
County,Orkney Islands,Grey partridge,0,48,0,
County,Orkney Islands,Jay,0,48,0,
County,Orkney Islands,Lesser spotted woodpecker,0,48,0,
County,Orkney Islands,Little owl,0,48,0,
County,Orkney Islands,Long tailed tit,0,48,0,
County,Orkney Islands,Magpie,0,48,0,
County,Orkney Islands,Marsh tit,0,48,0,
County,Orkney Islands,Mistle thrush,0,48,0,
County,Orkney Islands,Moorhen,0,48,0,
County,Orkney Islands,Nuthatch,0,48,0,
County,Orkney Islands,Red legged partridge,0,48,0,
County,Orkney Islands,Ring necked parakeet,0,48,0,
County,Orkney Islands,Stock dove,0,48,0,
County,Orkney Islands,Tawny owl,0,48,0,
County,Orkney Islands,Treecreeper,0,48,0,
County,Orkney Islands,Waxwing,0,48,0,
County,Orkney Islands,Willow tit,0,48,0,
County,Orkney Islands,Yellowhammer,0,48,0,
County,Oxfordshire,House Sparrow,4.083,1,62.69,0
County,Oxfordshire,Blue Tit,2.843,2,84.48,0
County,Oxfordshire,Blackbird,2.268,3,90.33,0
County,Oxfordshire,Starling,2.189,4,37.37,0
County,Oxfordshire,Woodpigeon,2.127,5,73.55,0
County,Oxfordshire,Goldfinch,1.966,6,42.72,0
County,Oxfordshire,Chaffinch,1.965,7,60.12,0
County,Oxfordshire,Great Tit,1.511,8,60.44,0
County,Oxfordshire,Robin,1.308,9,82.26,0
County,Oxfordshire,Collared Dove,1.235,10,53.36,0
County,Oxfordshire,Dunnock,1.147,11,56.23,0
County,Oxfordshire,Long tailed tit,0.839,12,25.87,0
County,Oxfordshire,Greenfinch,0.833,13,29.24,0
County,Oxfordshire,Jackdaw,0.8,14,21.16,0
County,Oxfordshire,Magpie,0.664,15,37.27,0
County,Oxfordshire,Carrion crow,0.577,16,21.93,0
County,Oxfordshire,Feral pigeon,0.471,17,15.33,0
County,Oxfordshire,Coal Tit,0.456,18,25.77,0
County,Oxfordshire,Wren,0.265,19,23.08,0
County,Oxfordshire,Fieldfare,0.246,20,3.98,0
County,Oxfordshire,Redwing,0.235,21,6.13,0
County,Oxfordshire,Rook,0.21,22,4.18,0
County,Oxfordshire,Song Thrush,0.18,23,14.04,0
County,Oxfordshire,Great spotted woodpecker,0.17,24,14.65,0
County,Oxfordshire,Pheasant,0.167,25,8.22,0
County,Oxfordshire,Bullfinch,0.144,26,7.12,0
County,Oxfordshire,Common gull,0.139,27,2.69,0
County,Oxfordshire,Pied wagtail,0.094,28,6.62,0
County,Oxfordshire,Blackcap,0.077,29,6.38,0
County,Oxfordshire,Black headed gull,0.067,30,1.4,0
County,Oxfordshire,Nuthatch,0.064,31,4.7,0
County,Oxfordshire,Mallard,0.064,32,1.35,0
County,Oxfordshire,Reed bunting,0.057,33,2.36,0
County,Oxfordshire,Tree sparrow,0.056,34,1.59,0
County,Oxfordshire,Sparrowhawk,0.035,35,3.38,0
County,Oxfordshire,Jay,0.032,36,2.53,0
County,Oxfordshire,Redpoll,0.031,37,0.91,0
County,Oxfordshire,Green woodpecker,0.031,38,2.89,0
County,Oxfordshire,Buzzard,0.026,39,1.92,0
County,Oxfordshire,Yellowhammer,0.025,40,1.02,0
County,Oxfordshire,Moorhen,0.023,41,1.32,0
County,Oxfordshire,Grey wagtail,0.02,42,1.68,0
County,Oxfordshire,Marsh tit,0.019,43,1.35,0
County,Oxfordshire,Red Kite,0.019,43,1.32,0
County,Oxfordshire,Siskin,0.018,45,1.1,0
County,Oxfordshire,Stock dove,0.018,46,1.21,0
County,Oxfordshire,Goldcrest,0.018,47,1.46,0
County,Oxfordshire,Willow tit,0.015,48,1.15,0
County,Oxfordshire,Mistle thrush,0.014,49,1.26,0
County,Oxfordshire,Grey heron,0.013,50,1.32,0
County,Oxfordshire,Treecreeper,0.012,51,1.13,0
County,Oxfordshire,Lesser spotted woodpecker,0.012,52,1.04,0
County,Oxfordshire,Herring gull,0.01,53,0.38,0
County,Oxfordshire,Kestrel,0.008,54,0.88,1
County,Oxfordshire,Red legged partridge,0.005,55,0.25,0
County,Oxfordshire,Raven,0.003,56,0.33,1
County,Oxfordshire,Brambling,0.003,57,0.3,1
County,Oxfordshire,Linnet,0.002,58,0.19,0
County,Oxfordshire,Chiffchaff,0.002,59,0.19,0
County,Oxfordshire,Ring necked parakeet,0.002,60,0.08,0
County,Oxfordshire,Tawny owl,0.001,61,0.14,1
County,Oxfordshire,Grey partridge,0.001,62,0.27,1
County,Oxfordshire,Barn owl,0.001,63,0.14,1
County,Oxfordshire,Little owl,0.001,64,0.05,0
County,Oxfordshire,Lapwing,0,65,0.11,1
County,Oxfordshire,Corn bunting,0,66,0.08,1
County,Oxfordshire,Skylark,0,66,0.08,1
County,Oxfordshire,Great black backed gull,0,68,0.05,1
County,Oxfordshire,Meadow pipit,0,68,0.05,1
County,Oxfordshire,Waxwing,0,70,0.03,0
County,Oxfordshire,Black redstart,0,71,0,
County,Oxfordshire,Hooded crow,0,71,0,
County,Oxfordshire,Lesser black backed gull,0,71,0.05,
County,Pembrokeshire,Starling,9.749,1,79.7,0
County,Pembrokeshire,House Sparrow,6.686,2,81.11,0
County,Pembrokeshire,Chaffinch,6.528,3,89.15,0
County,Pembrokeshire,Blue Tit,5.937,4,92.56,0
County,Pembrokeshire,Great Tit,2.699,5,74.07,0
County,Pembrokeshire,Blackbird,2.075,6,84.02,0
County,Pembrokeshire,Jackdaw,1.671,7,44.1,0
County,Pembrokeshire,Goldfinch,1.622,8,33.97,0
County,Pembrokeshire,Robin,1.447,9,88.64,0
County,Pembrokeshire,Collared Dove,1.381,10,54.87,0
County,Pembrokeshire,Magpie,1.307,11,63.02,0
County,Pembrokeshire,Dunnock,1.202,12,55.78,0
County,Pembrokeshire,Greenfinch,1.198,13,35.48,0
County,Pembrokeshire,Carrion crow,0.951,14,31.42,0
County,Pembrokeshire,Coal Tit,0.777,15,32.16,0
County,Pembrokeshire,Feral pigeon,0.556,16,12.98,0
County,Pembrokeshire,Woodpigeon,0.552,17,24.92,0
County,Pembrokeshire,Common gull,0.532,18,11.5,0
County,Pembrokeshire,Rook,0.527,19,13.27,0
County,Pembrokeshire,Long tailed tit,0.518,20,13.97,0
County,Pembrokeshire,Wren,0.338,21,27.14,0
County,Pembrokeshire,Great spotted woodpecker,0.322,22,25.96,0
County,Pembrokeshire,Song Thrush,0.26,23,20.06,0
County,Pembrokeshire,Nuthatch,0.232,24,15.49,0
County,Pembrokeshire,Tree sparrow,0.207,25,3.98,0
County,Pembrokeshire,Herring gull,0.173,26,6.19,0
County,Pembrokeshire,Jay,0.149,27,10.47,0
County,Pembrokeshire,Pied wagtail,0.143,28,10.91,0
County,Pembrokeshire,Bullfinch,0.126,29,8.26,0
County,Pembrokeshire,Pheasant,0.122,30,5.9,0
County,Pembrokeshire,Siskin,0.12,31,4.57,0
County,Pembrokeshire,Buzzard,0.109,32,7.23,0
County,Pembrokeshire,Black headed gull,0.063,33,1.77,0
County,Pembrokeshire,Blackcap,0.063,33,4.57,0
County,Pembrokeshire,Yellowhammer,0.049,35,2.51,0
County,Pembrokeshire,Mallard,0.049,36,1.62,0
County,Pembrokeshire,Marsh tit,0.046,37,3.39,0
County,Pembrokeshire,Sparrowhawk,0.044,38,4.13,0
County,Pembrokeshire,Grey wagtail,0.041,39,3.54,0
County,Pembrokeshire,Redwing,0.035,40,0.74,0
County,Pembrokeshire,Lesser spotted woodpecker,0.031,41,2.95,0
County,Pembrokeshire,Moorhen,0.031,42,1.47,0
County,Pembrokeshire,Redpoll,0.027,43,0.88,0
County,Pembrokeshire,Reed bunting,0.025,44,1.03,0
County,Pembrokeshire,Brambling,0.022,45,1.47,0
County,Pembrokeshire,Goldcrest,0.022,45,1.77,0
County,Pembrokeshire,Willow tit,0.022,45,1.47,0
County,Pembrokeshire,Grey heron,0.021,48,2.06,0
County,Pembrokeshire,Mistle thrush,0.021,48,1.92,0
County,Pembrokeshire,Red Kite,0.019,50,0.74,0
County,Pembrokeshire,Fieldfare,0.016,51,1.03,0
County,Pembrokeshire,Raven,0.016,52,1.18,0
County,Pembrokeshire,Treecreeper,0.015,53,1.47,0
County,Pembrokeshire,Green woodpecker,0.013,54,1.18,0
County,Pembrokeshire,Barn owl,0.009,55,0.88,0
County,Pembrokeshire,Black redstart,0.007,56,0.74,0
County,Pembrokeshire,Red legged partridge,0.007,56,0.44,0
County,Pembrokeshire,Grey partridge,0.006,58,0.59,0
County,Pembrokeshire,Chiffchaff,0.006,59,0.59,0
County,Pembrokeshire,Kestrel,0.004,60,0.44,0
County,Pembrokeshire,Linnet,0.004,60,0.29,0
County,Pembrokeshire,Stock dove,0.004,60,0.29,0
County,Pembrokeshire,Lesser black backed gull,0.003,63,0.44,1
County,Pembrokeshire,Skylark,0.003,63,0.44,1
County,Pembrokeshire,Corn bunting,0.003,65,0.29,0
County,Pembrokeshire,Tawny owl,0.003,65,0.29,0
County,Pembrokeshire,Great black backed gull,0.001,67,0.59,1
County,Pembrokeshire,Lapwing,0.001,68,0.44,1
County,Pembrokeshire,Little owl,0.001,69,0.15,0
County,Pembrokeshire,Meadow pipit,0.001,69,0.15,0
County,Pembrokeshire,Ring necked parakeet,0.001,69,0.15,0
County,Pembrokeshire,Waxwing,0.001,69,0.15,0
County,Pembrokeshire,Hooded crow,0,73,0,
County,Perth & Kinross,Chaffinch,6.336,1,83.03,0
County,Perth & Kinross,House Sparrow,5.425,2,72.15,0
County,Perth & Kinross,Blue Tit,3.931,3,87.57,0
County,Perth & Kinross,Blackbird,3.381,4,94.69,0
County,Perth & Kinross,Starling,2.049,5,35.05,0
County,Perth & Kinross,Great Tit,1.898,6,66.15,0
County,Perth & Kinross,Coal Tit,1.711,7,62.55,0
County,Perth & Kinross,Woodpigeon,1.696,8,62.64,0
County,Perth & Kinross,Robin,1.534,9,92.29,0
County,Perth & Kinross,Goldfinch,1.491,10,31.53,0
County,Perth & Kinross,Dunnock,1.286,11,57.07,0
